Gen_ACCESSCMT	Gen_COMMENTS	s_Generation	s_GUID	s_Lineage	ACCESSION	PARA_SPEC	PARA_GENUS	HOST_SPEC	HOST_GENUS	CLASS	BODY_LOC	HOSTTAXON	ORIGFLDNO	MUSEUMNO	FIXATIVE	STAINS	MOUNTANT	LOCAL_GEO	LOCAL_POL	LOCAL_MAP	LATDEG	LATMIN	LATSEC	LATDIR	LONGDEG	LONGMIN	LONGSEC	LONGDIR	TYPE_STAT	STORAGE_NO	COLLECTOR	COLL_DATE	IDENTIFIER	IDENT_DATE	DONOR	BORROWER	LOAN_DATE	Create_D	STAGE	SEX	COMMENTS	ACCESSCMT
1	1	1	{AAD2C049-8A0C-11D2-A88F-0080296707ED}		58654		NEMATODA		EUTAMIAS =TAMIAS	NEMATODA	CAECUM							NORTH AMERICA	USA,WY,JACKSON										VOUCHER	4983-A	DIKMANS, G	1930				0					1 vial, vouchers.  NOTE: Eutamias = Tamias: species could be minimus, amoenus or umbrinus - Kayce C. Bell, Denver Museum, CO, 10 May 2010.	
1	1	1	{AAD276B2-8A0C-11D2-A88F-0080296707ED}		37858		NEOPSYLLA		EUTAMIAS =TAMIAS	ARTHROPODA								NORTH AMERICA	CANADA,MAN										VOUCHER	877-1			WARD, J W	1946		0					1 slide, vouchr.  Host-4.	
1	1	1	{AAD32D5D-8A0C-11D2-A88F-0080296707ED}		16184		OXYURIS	QUADRIVITTATUS	EUTAMIAS =TAMIAS	NEMATODA	SM INTESTINE							NORTH AMERICA	USA,CO,CRESTED BUTTES										VOUCHER	1429-B	HALL, M C	27-Sep-11	HALL, M C	1915		0					1 vial, vouhers.   NOTE: Eutamias quadrivittatus =Tamias quadrivittatus- Kayce C. Bell, Denver Museum, CO, 10 May 2010.	
1	1	1	{AAD32D49-8A0C-11D2-A88F-0080296707ED}		16146		OXYURIS	AMOENUS OPERARIUS =minimus operarius	EUTAMIAS =TAMIAS	NEMATODA	CECUM; LG INTESTINE							NORTH AMERICA	USA,CO,CLYDE										VOUCHER	1423-C	HALL, M C	8-Sep-11	HALL, M C	23-Oct-11		0					1 vial, vouchers.    NOTE: Eutamias amoenus operarius =Tamias minimus operairus Kayce C. Bell, Denver Mueum, CO, 10 May 2010.	
1	1	1	{AAD23687-8A0C-11D2-A88F-0080296707ED}		16348		OXYURIS		EUTAMIAS =TAMIAS	NEMATODA	SM INTESTINE; LG INTESTINE							NORTH AMERICA	USA,CO,PAGOSA SPRINGS										VOUCHER	1717-D	HALL, M C	19-Jul-12	HALL, M C	20-Jul-12		0					1 vial, vouchers.  NOTE: Host is either Tamias quadrivattatus or T. minimus - Kayce C Bell, Denver Museum, CO, 10 May 2010..	
1	1	1	{AAD236CA-8A0C-11D2-A88F-0080296707ED}		16576		OXYURIS	HOPIENSIS =RUFUS	EUTAMIAS =TAMIAS	NEMATODA	CECUM; LG INTESTINE							NORTH AMERICA	USA,CO,GARFIELD CO,ATCHEE										VOUCHER	1717-E	HALL, M C	13-Aug-12	HALL, M C	14-Aug-12		0					1 vial, vouchers.  NOTE: Eutamias hopiensis =Tamias rufus - Kayce C Bell, Denver Museum, CO, 10 May 2010.	
1	1	1	{AAD32186-8A0C-11D2-A88F-0080296707ED}		60638		PHYSALOPTERIDAE	ASIATICUS =SIBIRICUS	EUTAMIAS =TAMIAS	NEMATODA	ABDOMINAL CAVITY		JFWright-18752					NORTH AMERICA	USA,WASH, DC,NATIONAL ZOOL PARK										VOUCHER	M1026A	WRIGHT, J F	18-May-61	CHITWOOD, M B	1961		0			Larvae L3		1 vial, vouchers, L3s,  JFWright-18752 Asiatic chipmunk.   Entire abdominal wall is a mass of these larvae just under the skin in a curled up position.  Note: Eutamias asiaticus =Tamias sibiricus - Kayce C. Bell, Denver Museum, CO, 10 May 2010.	
1	1	1	{AAD23652-8A0C-11D2-A88F-0080296707ED}		16150		PSOROPTES	AMOENUS OPERARIUS =minimus operarius	EUTAMIAS =TAMIAS	ARTHROPODA	SKIN							NORTH AMERICA	USA,CO,CLYDE										VOUCHER	635-17	HALL, M C	8-Sep-11	HALL, M C	9-Sep-11		0					1 slide, voucher.  Tentative ID.  NOTE: Eutamias amoenus operarius =Tamias minimus operairus Kayce C. Bell, Denver Mueum, CO, 10 May 2010.	
1	1	1	{AAD2C881-8A0C-11D2-A88F-0080296707ED}		60682	CITELLI	RICTULARIA		EUTAMIAS =TAMIAS	NEMATODA	INTESTINE		TEFritz-5193 & 5880					NORTH AMERICA	USA,IL,ARGONNE LABS										VOUCHER	M1020-F	FRITZ, T E	1965	CHITWOOD, M B	23-Feb-65		0					1 vial, vouchers.  TEFritz-5193 & 5880, chipmunks.  NOTE: Eutamias = Tamias: if hosts were captive species not defined;  if wild caught species are T. striatus - Kayce C. Bell, Denver Museum, CO, 10 May 2010.	
1	1	1	{AAD2C882-8A0C-11D2-A88F-0080296707ED}		60683	CITELLI	RICTULARIA		EUTAMIAS =TAMIAS	NEMATODA	INTESTINE		TEFritz-5168 & 5217					NORTH AMERICA	USA,IL,ARGONNE LABS										VOUCHER	M1033-C	FRITZ, T E		CHITWOOD, M B			0					1 vial, vouchers. TEFritz-5217, 5168, chipmunks.   NOTE: Eutamias = Tamias: if hosts were captive species not defined;  if wild caught species are T. striatus - Kayce C. Bell, Denver Museum, CO, 10 May 2010.	
1	1	1	{AAD236C4-8A0C-11D2-A88F-0080296707ED}		16569.01	COLORADENSIS	RICTULARIA	QUADRIVITTATUS	EUTAMIAS =TAMIAS	NEMATODA	SM INTESTINE; STOMACH							NORTH AMERICA	USA,CO,PAGOSA SPRINGS										TYPE/ALLOTYPE	T113-10/11	WARREN, E R	22-Aug-12	HALL, M C	1915		0					sp. n., 2 slides, Type female, Allotype male.  Host material collected by E. R Warren 02 Oct 1911.  Pub 1916, Proc U.S. Natl Mus 50: 1-258.  NOTE: Eutamias =Tamias - Kayce C Bell, Denver Museum, CO, 10 May 2010.	
1	1	1	{AAD2F374-8A0C-11D2-A88F-0080296707ED}		72472	HALLI	RICTULARIA	AMOENUS	EUTAMIAS =TAMIAS	NEMATODA								NORTH AMERICA	USA,MT,GLACIER NATIONAL PARK										VOUCHER	M1282-D	MCBEE, R H, JR.		LICHTENFELS, J R	30-Nov-72		0			Adults 2 females		REDETERMINATION: 1 vial, 2 females. McBee sent in as R. coloradensis.  NOTE: Eutamias = Tamias - Kayce C. Bell, Denver Museum, CO, 10 May 2010.	
1	1	1	{AAD23653-8A0C-11D2-A88F-0080296707ED}		16151		SARCOPTES	AMOENUS OPERARIUS =minimus operarius	EUTAMIAS =TAMIAS	ARTHROPODA	SKIN							NORTH AMERICA	USA,CO,CLYDE										VOUCHER	635-18	HALL, M C	8-Sep-11	HALL, M C	9-Sep-11		0					1 slide, voucher.   NOTE: Eutamias amoenus operarius =Tamias minimus operairus Kayce C. Bell, Denver Mueum, CO, 10 May 2010.	
1	1	1	{AAD2F376-8A0C-11D2-A88F-0080296707ED}		72474	EUTAMII	SYPHACIA	AMOENUS	EUTAMIAS =TAMIAS	NEMATODA								NORTH AMERICA	USA,MT,GLACIER NATIONAL PARK										VOUCHER	M1282-F	MCBEE, R H, JR.		MCBEE, R H, JR.	30-Nov-72		0			Adults 7 male, 5 female		1 vial, vouchers, 7 males, 5 females.  NOTE: Eutamias = Tamias - Kayce C. Bell, Denver Museum, CO, 10 May 2010.	
1	1	1	{AAD310D3-8A0C-11D2-A88F-0080296707ED}		79865	EUTAMII	SYPHACIA	PALMERI	EUTAMIAS =TAMIAS	NEMATODA			BBBabero-13213, 10136					NORTH AMERICA	US,NV,NYE & LINCOLN COS										VOUCHER	SH104-14	BABERO, B B		ARCHIE, I H; BABERO, B B; DWYER, H N	22-Dec-87		0					4 vials, vouchers.  BBBabero-13213=2 fragments; 2 females; 2 specimens; 10136 = 3 specimens. Pub. 1988 Proc Helm Soc Wash 55:74-76.  NOTE: Eutamias = Tamias - Kayce C. Bell, Denver Museum, CO, 10 May 2010.	
1	1	1	{AAD3209B-8A0C-11D2-A88F-0080296707ED}		65647.02	EUTAMII	SYPHACIA	QUADRIVITATUS =UMBRINUS	EUTAMIAS =TAMIAS	NEMATODA								NORTH AMERICA	USA,UT,DEWEY BRIDGE AREA										VOUCHER	5160E	GRUNDMANN, A W		CHITWOOD, M B	10-Mar-66		0					ADDITIONAL SPECIES: also present Heteroxyenma cucullatum.  NOTE: Eutamias = Tamias:  the species should be T. umbrinus -  Kayce C. Bell, Denver Museum, CO, 10 May 2010.	
1	1	1	{AAD2740E-8A0C-11D2-A88F-0080296707ED}		37154	EUTAMII	SYPHACIA	MINIMUS	EUTAMIAS =TAMIAS	NEMATODA								NORTH AMERICA	USA,MN,GRAND MARIAS										VOUCHER	387-5	ALPOUS, S		TINER, J D	14-Nov-49		0					1 slide, voucher.  NOTE: Eutamias minimus =Tamias minimus -  Kayce C. Bell, Denver Mueum, CO, 10 May 2010.	
1	1	1	{AAD29D1F-8A0C-11D2-A88F-0080296707ED}		47755	EUTAMII	SYPHACIA	MINIMUS	EUTAMIAS =TAMIAS	NEMATODA	CAECUM							NORTH AMERICA	USA,MN,GRAND MARAIS										VOUCHER	4347-G	ALDOUS, S	11-Sep-38	TINER, J D	29-Jan-52		0					1 vial, vouchers.  NOTE: Eutamias = Tamias - Kayce C. Bell, Denver Museum, CO, 10 May 2010.	
1	1	1	{AAD29D38-8A0C-11D2-A88F-0080296707ED}		47779	EUTAMII	SYPHACIA	MINIMUS	EUTAMIAS =TAMIAS	NEMATODA	INTESTINE							NORTH AMERICA	USA,MN,GRAND MARIAS										VOUCHER	4351-D	ALDOUS, S	23-Sep-30	TINER, J D	29-Jan-52		0					1 vial, vouchers.  Material mentioned by Tiner, 1948.  NOTE: Eutamias = Tamias - Kayce C. Bell, Denver Museum, CO, 10 May 2010.	
1	1	1	{AAD2CA43-8A0C-11D2-A88F-0080296707ED}		61135	EUTAMII	SYPHACIA	DORSALIS	EUTAMIAS =TAMIAS	NEMATODA			AGrumdmann-6929					NORTH AMERICA	USA,UT,Tooele Co,Stansbury Mtns										VOUCHER	M1093-C	GRUNDMANN, A W					0					1 vial, vouchers.   AGrumdmann-6929.  NOTE: Eutamias = Tamias - Kayce C. Bell, Denver Museum, CO, 10 May 2010.	
1	1	1	{AAD2DAE2-8A0C-11D2-A88F-0080296707ED}		66228	EUTAMII	SYPHACIA	DORSALIS	EUTAMIAS =TAMIAS	NEMATODA			AWGrundmann-7031					NORTH AMERICA	USA,UT,Tooele Co,Stansbury Mtns										VOUCHER	5235-A	GRUNDMANN, A W	10-Sep-54	QUIGLEY, D	26-Oct-67		0					1 vial, vouchers.  AWGrundmann-7031.  NOTE: Eutamias = Tamias - Kayce C. Bell, Denver Museum, CO, 10 May 2010.	
1	1	1	{AAD2DAE5-8A0C-11D2-A88F-0080296707ED}		66231	EUTAMII	SYPHACIA	DORSALIS	EUTAMIAS =TAMIAS	NEMATODA	INTESTINE		AWGrundmann-7029					NORTH AMERICA	USA,UT,Tooele Co,Stansbury Mtns										VOUCHER	5235-D	GRUNDMANN, A W	10-Sep-54	QUIGLEY, D	27-Oct-67		0					1 vial, vouchers.  AWGrundmann-7029.  See USNPC 066229 for additional specimens.  NOTE: Eutamias = Tamias - Kayce C. Bell, Denver Museum, CO, 10 May 2010.	
1	1	1	{AAD27818-8A0C-11D2-A88F-0080296707ED}		38203		SYPHACIA	DORSALIS DORSALIS	EUTAMIAS =TAMIAS	NEMATODA								NORTH AMERICA	USA,AZ,COCONINO CO										VOUCHER	M614-A	KRUIDENIER, F J	Jul-54	KRUIDENIER, F J	25-Jun-57		0					1 vial, vouchers.   Sent in as a new species - NEVER PUBLISHED - LTR 9/7/74-J.Salley.  NOTE: Eutamias = Tamias - Kayce C. Bell, Denver Museum, CO, 10 May 2010.	
1	1	1	{AAD2788A-8A0C-11D2-A88F-0080296707ED}		38316		SYPHACIA	DORSALIS DORSALIS	EUTAMIAS =TAMIAS	NEMATODA	LG INTESTINE CAECUM							NORTH AMERICA	USA,AZ,COCONINO CO,GRAND CANYON NATIONAL PARK										VOUCHER	M623-A	KRUIDENIER, F J	Jul-54	KRUIDENIER, F J	17-Mar-58		0			Adults 3 male, females		1 vial, vouchers.  3 males + females.   Sent in as a new species - NEVER PUBLISHED - LTR 9/7/74-J.Salley.  NOTE: Eutamias = Tamias - Kayce C. Bell, Denver Museum, CO, 10 May 2010.	
1	1	1	{AAD2DAE0-8A0C-11D2-A88F-0080296707ED}		66226		SYPHACIA	MINIMUS	EUTAMIAS =TAMIAS	NEMATODA	STOMACH		AWGrundmann-6907					NORTH AMERICA	USA,UT,CLOVER,CLOVER CREEK										VOUCHER	5234-E	GRUNDMANN, A W	3-Sep-54	CHITWOOD, M B			0					1 vial, vouchers.  AWGrundmann-6907.  NOTE: Eutamias = Tamias - Kayce C. Bell, Denver Museum, CO, 10 May 2010.	
1	1	1	{AAD301F7-8A0C-11D2-A88F-0080296707ED}		76109	MUSTELAE	TAENIA	MINIMUS	EUTAMIAS =TAMIAS	CESTODA	LIVER		SGMcGee-EM3					NORTH AMERICA	CANADA,SASK,BORDEN	52 22'N; 107 08'W									VOUCHER	M1313-17	MCGEE, S G	9-Aug-76	MCGEE, S G	16-Jul-80		0					1 slide, voucher.  SGMcGee-EM3.  NOTE: Eutamias = Tamias - Kayce C. Bell, Denver Museum, CO, 10 May 2010.	
1	1	1	{AAD2F82F-8A0C-11D2-A88F-0080296707ED}		73665	TAMIASI	TRYPANOSOMA	MINIMUS	EUTAMIAS =TAMIAS	PROTOZOA								NORTH AMERICA	CANADA,ONT,ALGONQUIN PROV,LAKE SASAJEWUN										SYNTYPES	1146-22/25;1147-1/12	RIEDEL, D	1967-1969	RIEDEL, D	20-Jul-74		0					sp. n., 16 slides, Syntypes.  Locality: Ontario Dept Lands * Forests Wld Res Station.  NOTE: Eutamias = Tamias - Kayce C. Bell, Denver Museum, CO, 10 May 2010.	
1	1	1	{AAD23661-8A0C-11D2-A88F-0080296707ED}		16185.01	QUADRIVITATTI	WARRENIUS	QUADRIVITTATUS	EUTAMIAS =TAMIAS	NEMATODA	SM INTESTINE							NORTH AMERICA	USA,CO,CRESTED BUTTES										TYPE	T113-20	HALL, M C	27-Sep-11	HALL, M C	1915		0					sp. n., 1 slide, Type.  Pub Hall, 1916, Proc U.S. Natl Mus 50: 1-258.  Syn of Citellinema quadrivittati.   NOTE: Eutamias quadrivittatus =Tamias quadrivittatus- Kayce C. Bell, Denver Museum, CO, 10 May 2010.	
1	1	1	{AAD2BD53-8A0C-11D2-A88F-0080296707ED}		57919		WELLCOMIA	MINIMUS	EUTAMIAS =TAMIAS	NEMATODA	CAECUM			Univ MN-V3208				NORTH AMERICA	USA,MN,GRAND MARIAS										VOUCHER	4849-C	ALDOUS, S	23-Sep-38	ERICKSON, A B			0					1 vial, vouchers.   U of MN=#V3208.  NOTE: Eutamias = Tamias - Kayce C. Bell, Denver Museum, CO, 10 May 2010.	
1	1	1	{AAD223C4-8A0C-11D2-A88F-0080296707ED}		4878.01	LAEVE	TRISTOMA	PELAMIS	EUTHYNNUS =KATSUWONUS	MONOGENEA	GILLS							NORTH AMERICA	USA,MA,Woods Hole,off Martha's Vineyard										VOUCHER	102-25; M159-D	EDWARDS, V N	18 AUG 1886	LINTON, E	13 AUG 1896		0					1 vial, 1 slide, vouchers.   Pub. Linton, 1898, Proc USNM 20 (1133):507-548.	
			{F8E6F5E1-D7E5-4979-A917-ACC625480215}		98232		ACANTHOCEPHALA	DOMESTICA	FELIS	ACANTHOCEPHALA			VanCleave-4020					ASIA	China,Kweiyang					N				W	VOUCHER	SH221:22-28	CHIN, T H	Sep-38	VAN CLEAVE, H J COLLECTION		0	0		6/2/06	Adult		1 slide, voucher.   VC-4020, domestic cat.   Found in Van  Cleave Collection.   No ID.	
			{15D38DB4-875B-407E-80D9-0BD9319A95C8}		52538		ACANTHOCEPHALA	DOMESTICA	FELIS	ACANTHOCEPHALA			VanCleave-2034.1					ASIA	China,Beijing					N				W	VOUCHER	SH224:1-36	FAUST, E C	16-Mar-22	VAN CLEAVE, H J COLLECTION		0	0		8/13/07			1 slide, voucher.  VC-2034.1.   Found in Van Cleave Collection July 2007.  Old locality: Peking.	
			{8E6B705F-0DC4-473A-902C-9A455BAA75C6}		52539		ACANTHOCEPHALA	DOMESTICA	FELIS	ACANTHOCEPHALA			VanCleave-2093					ASIA	China,Changsha					N				W	VOUCHERS	SH224:1-37/38	FAUST, E C	Jun-21	VAN CLEAVE, H J COLLECTION		0	0		8/13/07			2 slides, vouchers.  VC-2093.1, 2.   Found in Van Cleave Collection July 2007.	
1	1	1	{AAD282FF-8A0C-11D2-A88F-0080296707ED}		41064		ACANTHOCEPHALA	DOMESTICA	FELIS	ACANTHOCEPHALA	INTESTINE							CARIBBEAN	USA,PR,MAYAGUEZ										VOUCHER	3467-A	VAN VOLKENBERG, H L	1935				0					1 vial.	
1	1	1	{AAD250D8-8A0C-11D2-A88F-0080296707ED}		28110	MINUTISSIMA	ADLERIELLA	DOMESTICA	FELIS	DIGENEA	INTESTINE							ASIA	PALESTINE,TIBERIAS										COTYPE	T126-8; 2363-C	WITENBERG, G	1927	WITENBERG, G	1929		0					sp. n., 1 vial, 1 slides, Cotype.  Old name preoccupied = Alderia.  One of 2 slides LOANED TO John Pearson-23 June 1966-Pearson could not find the slide before he retired.	
1	1	1	{AAD25761-8A0C-11D2-A88F-0080296707ED}		29724	ABSTRUSUS	AELUROSTRONGYLUS	DOMESTICA	FELIS	NEMATODA	LUNG							NORTH AMERICA	USA,MD,BETHESDA										VOUCHERS	3427-C	PRICE, E W	29-Jan-30				0					1 vial, vouchers, adults in poor condition.  LOANED to D. Brooks for Ramon Carreno 08 Mar 1996- NOT RETURNED - Ramon was to check his collection May 2007.	
1	1	1	{AAD29CE8-8A0C-11D2-A88F-0080296707ED}		47701	ABSTRUSUS	AELUROSTRONGYLUS	DOMESTICA	FELIS	NEMATODA	LUNG		AFIP-324878					NORTH AMERICA	USA,NY,BRONX										VOUCHER	555-1; 4334-F	LEVY, G	9-Aug-51	LUCKER, J T	14-Aug-51		0			Larvae		1 slide, 1 vial, vouchers, protostrongylid larvae.   Via Cpt Eaton, AFIP-324878.	
1	1	1	{AAD2C7CE-8A0C-11D2-A88F-0080296707ED}		60515	ABSTRUSUS	AELUROSTRONGYLUS	DOMESTICA	FELIS	NEMATODA	FECES							NORTH AMERICA	USA,NY,BRIARCLIFF MANOR										VOUCHER	5012-B	WUORI, L A	5-Mar-64	CHITWOOD, M B; MCINTOSH, Allen	12-Mar-64		0			Larvae		1 vial, larvae, from Siamese cat.	
1	1	1	{AAD2E893-8A0C-11D2-A88F-0080296707ED}		69572		AELUROSTRONGYLUS	DOMESTICA	FELIS	NEMATODA			AFIP-1358025																VOUCHER	SH221:9-78			GARDINER, C H	10-Mar-83		0					1 slide, voucher.   AFIP-1358025 (Armed Forces Inst. Pathol).  Chris Gardiner's  tissue parasite study set.	
1	1	1	{AAD2435D-8A0C-11D2-A88F-0080296707ED}		24809	AMERICANA	ALARIA	DOMESTICA	FELIS	DIGENEA	SM INTESTINE							NORTH AMERICA	USA,MN,ST. PAUL										VOUCHER	452-7	RILEY, W A	9-Dec-21	HALL, M C	20-Dec-21		0					1 slide, voucher, immature.	
1	1	1	{AAD274ED-8A0C-11D2-A88F-0080296707ED}		37372	MINNESOTAE	ALARIA	DOMESTICA	FELIS	DIGENEA	INTESTINE							NORTH AMERICA	USA,MN,ITASCA STATE PARK										PARATYPES	394-1/2	CHANDLER, A C	Aug-51	CHANDLER, A C	8-Jul-52		0					sp. n., 2 slides, Paratypes.   Kitten experimental host.	
1	1	1	{AAD2EF95-8A0C-11D2-A88F-0080296707ED}		71503	MUSTELAE	ALARIA	DOMESTICA	FELIS	DIGENEA	INTESTINE							NORTH AMERICA	USA,MI										COTYPE	1064-11	BOSMA, N J	1929	BOSMA, N J	1930		0					sp. n. 1 slide Cotype= Syntype.   Found in LaRue's specimens Jun 30, 1970- W W Becklund	
1	1	1	{AAD25853-8A0C-11D2-A88F-0080296707ED}		30013	PSEUDOFELINEUS	AMPHIMERUS	DOMESTICA	FELIS	DIGENEA	BILE DUCT							NORTH AMERICA	USA,VA,ALEXANDRIA										VOUCHER	2807-B	WRIGHT, W H	29-Oct-31	WRIGHT, W H; GREENE, C T	4-Nov-31		0					1 vial, voucher.	
1	1	1	{AAD2980D-8A0C-11D2-A88F-0080296707ED}		46384	PSEUDOFELINEUS	AMPHIMERUS	DOMESTICA	FELIS	DIGENEA	LIVER							NORTH AMERICA	USA,TX,TEMPLE										VOUCHER	453-19/22	BANDY, D M	3-Feb-49	MCINTOSH, Allen	17-Feb-49		0					4 slides	
1	1	1	{AAD2B0E7-8A0C-11D2-A88F-0080296707ED}		54795	PSEUDOFELINEUS	AMPHIMERUS	DOMESTICA	FELIS	DIGENEA								NORTH AMERICA	USA,PA,HERSHEY										VOUCHER	651A-16	ALLEN, A M	Nov-55	McINTOSH, Allen	20-Jan-56		0					1 slide, voucher, liver section.	
			{A56D7ACC-2DFA-49DD-B70D-D1C132F23D38}		105369	BRAZILIENSE	ANCYLOSTOMA	DOMESTICA	FELIS	NEMATODA	sm intestine		cat 09VMD5		Ethanol /glycrine			NORTH AMERICA	USA,FL,Alachua & Marion Cos		30			N	82			W	VOUCHERS	M1943-F	SIMPSON, K W & LEE, A C Y	22-Apr-10	BOWMAN, Dwight D	22-Apr-10	460	0		3/14/12	Adults male, female		1 vial, vouchers, male, female.  Cat host (09VMD5) a 4 mo female domestic shorthair. Experimental infection in cat using larvae in dog feces from Alachua & Marion Cos, FL,  ~30N; 82 W.  Worms collected endoscopically from small intestine.  Pub Liotta, Lee,  Aksel, Alkhalife. Cruz-Reyes,  Youn, Bienhoff||, & Bowman, 2012, J. Parasitol: accepted.	
1	1	1	{AAD246EF-8A0C-11D2-A88F-0080296707ED}		25657	BRAZILIENSE	ANCYLOSTOMA	DOMESTICA	FELIS	NEMATODA	SM INTESTINE							PACIFIC OCEAN	PHILIPPINES,LOS BANOS										VOUCHER	2072-A	SCHWARTZ, B	1922	SCHWARTZ, B	20-Sep-23		0					1 vial, voucher.	
1	1	1	{AAD24707-8A0C-11D2-A88F-0080296707ED}		25681	BRAZILIENSE	ANCYLOSTOMA	DOMESTICA	FELIS	NEMATODA	SM INTESTINE							PACIFIC OCEAN	PHILIPPINES,LOS BANOS										VOUCHER	2076-E	SCHWARTZ, B	3-Jul-22	SCHWARTZ, B	21-Sep-23		0					1 vial, vouchers, from 3 cats.	
1	1	1	{AAD2470B-8A0C-11D2-A88F-0080296707ED}		25685	BRAZILIENSE	ANCYLOSTOMA	DOMESTICA	FELIS	NEMATODA	SM INTESTINE							PACIFIC OCEAN	PHILIPPINES,LOS BANOS										VOUCHER	2077-D	SCHWARTZ, B	20-Dec-22	SCHWARTZ, B	21-Sep-23		0					1 vial, voucher.	
1	1	1	{AAD24728-8A0C-11D2-A88F-0080296707ED}		25714	BRAZILIENSE	ANCYLOSTOMA	DOMESTICA	FELIS	NEMATODA	SM INTESTINE							PACIFIC OCEAN	PHILIPPINES,LOS BANOS										VOUCHER	2083-C	SCHWARTZ, B	15-Feb-22	SCHWARTZ, B	22-Sep-23		0					1 vial, voucher.	
1	1	1	{AAD24ABF-8A0C-11D2-A88F-0080296707ED}		26586	BRAZILIENSE	ANCYLOSTOMA	DOMESTICA	FELIS	NEMATODA	INTESTINE							NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	2238-B	SCHWARTZ, B	15-Jan-27	SCHWARTZ, B	15-Jan-27		0					1 vial, vouchers.   Cat shipped from Florida.	
1	1	1	{AAD250F8-8A0C-11D2-A88F-0080296707ED}		28139	BRAZILIENSE	ANCYLOSTOMA	DOMESTICA	FELIS	NEMATODA	SM INTESTINE							NORTH AMERICA	USA,GA,BEACHTON										VOUCHER	2368-B	CRAM, E B	2-Jun-28	PRICE, E W	6-Jun-28		0					1 vial, vouchers.    Sent in by G.W. Stiles, Denver CO, 5/31/1928.	
1	1	1	{AAD28603-8A0C-11D2-A88F-0080296707ED}		41811	BRAZILIENSE	ANCYLOSTOMA	DOMESTICA	FELIS	NEMATODA	INTESTINE							CARIBBEAN	USA,PR										VOUCHER	3552-E	VAN VOLKENBURG	1935	CHITWOOD, B G	6-Nov-35		0					1 vial	
1	1	1	{AAD2DDF4-8A0C-11D2-A88F-0080296707ED}		67000	BRAZILIENSE	ANCYLOSTOMA	DOMESTICA	FELIS	NEMATODA	SM INTESTINE		REKuntz-PAK54AN					ASIA	E.PAKISTAN										VOUCHER	SH79-12	KUNTZ, R E	1958	GUPTA, S P			0					1 vial, vouchers.  REKuntz-PAK54AN.	
1	1	1	{AAD234DD-8A0C-11D2-A88F-0080296707ED}		12136	BRAZILIENSE var. CEYLANICUM	ANCYLOSTOMA	DOMESTICA	FELIS	NEMATODA	liver							PACIFIC OCEAN	PHILIPPINES										VOUCHER	P141-B	SCHWARTZ, Carl B	1922	SCHWARTZ, Carl B			0					1 vial, voucher.	
1	1	1	{AAD23171-8A0C-11D2-A88F-0080296707ED}		9813	CANINUM	ANCYLOSTOMA	DOMESTICA	FELIS	NEMATODA								NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	P26-A	GARRISON, P E	15-Sep-05	STILES, C W; GARRISON, P E	15-Sep-05		0					1 vial, vouchers.	
1	1	1	{AAD24A1E-8A0C-11D2-A88F-0080296707ED}		26427	CANINUM	ANCYLOSTOMA	DOMESTICA	FELIS	NEMATODA	SM INTESTINE							ASIA	CHINA,BEIJING										VOUCHER	2166-B	FAUST, E C	1-Feb-22	SCHWARTZ, B	21-Feb-25		0					1 vial, vouchers.	
1	1	1	{AAD24A20-8A0C-11D2-A88F-0080296707ED}		26429	CANINUM	ANCYLOSTOMA	DOMESTICA	FELIS	NEMATODA	CECUM NEAR APPENDIX							ASIA	CHINA,BEIJING										VOUCHER	2166-D	FAUST, E C	4-Feb-22	SCHWARTZ, B	21-Feb-25		0					1 vial, vouchers.	
1	1	1	{AAD24A42-8A0C-11D2-A88F-0080296707ED}		26456	CANINUM	ANCYLOSTOMA	DOMESTICA	FELIS	NEMATODA	INTESTINE							ASIA	CHINA,YU TAO HO										VOUCHER	2172-A	FAUST, E C	8-Jul-20	SCHWARTZ, B	21-Feb-25		0					1 vial, vouchers.	
1	1	1	{AAD24A43-8A0C-11D2-A88F-0080296707ED}		26457	CANINUM	ANCYLOSTOMA	DOMESTICA	FELIS	NEMATODA	INTESITNE							ASIA	CHINA,YU TAO HO										VOUCHER	2172-B	FAUST, E C	10-Jul-20	SCHWARTZ, B	21-Feb-25		0					1 vial, vouchers.	
1	1	1	{AAD24A08-8A0C-11D2-A88F-0080296707ED}		26406	CANINUM	ANCYLOSTOMA	DOMESTICA	FELIS	NEMATODA	INTESTINE							ASIA	CHINA,BEIJING										VOUCHER	2162-A	FAUST, E C	9-Dec-20	SCHWARTZ, B	20-Feb-25		0					1 vial, vouchers.	
1	1	1	{AAD24A09-8A0C-11D2-A88F-0080296707ED}		26407	CANINUM	ANCYLOSTOMA	DOMESTICA	FELIS	NEMATODA	INTESTINE							ASIA	CHINA,BEIJING										VOUCHER	2162-B	FAUST, E C	30-Dec-20	SCHWARTZ, B	21-Feb-25		0					1 vial, vouchers.	
1	1	1	{AAD24C9A-8A0C-11D2-A88F-0080296707ED}		27050	CANINUM	ANCYLOSTOMA	DOMESTICA	FELIS	NEMATODA	SM INTESTINE							CENTRAL AMERICA	NICARAGUA,MANAGUA										VOUCHER	2355-C	HALL, M C; AUGUSTINE, D L	28-Jul-26	AUGUSTINE, D L	28-Jun-26		0					1 vial, voucher.  Original #89.	
